Prediction,Signal,Target_PnL,Strategy_PnL
-0.029985327,0,-0.47087073,0.0
-0.02757866,0,0.0,0.0
-0.026407415,0,-0.46512678,0.0
-0.03202819,0,-0.47332954,0.0
0.023947159,0,-0.48169708,0.0
0.034746185,0,-0.49373263,0.0
0.051285014,0,-0.52703506,0.0
0.036652792,0,-0.36868024,0.0
0.015218208,0,-0.42202556,0.0
-0.015412792,0,-0.42575088,0.0
-0.05631072,0,-0.44743928,0.0
-0.02922397,0,-0.4537418,0.0
-0.0069775614,0,-0.3788511,0.0
-0.0061496277,0,-0.40249982,0.0
-0.026796944,0,0.0,0.0
-0.0513853,0,0.0,0.0
0.002646989,0,0.0,0.0
0.011525629,0,-0.4240386,0.0
0.03077036,0,-0.46294692,0.0
-0.010140504,0,-0.45373654,0.0
-0.03674614,0,-0.39744407,0.0
-0.049740665,0,-0.4506022,0.0
-0.055951435,0,0.0,0.0
-0.027587032,0,0.0,0.0
-0.006196042,0,0.0,0.0
-0.0062756496,0,0.0,0.0
-0.010345858,0,0.0,0.0
-0.025248764,0,0.0,0.0
0.032502744,0,0.0,0.0
0.034540217,0,0.0,0.0
0.025225818,0,-0.46800187,0.0
-0.049683128,0,-0.46726832,0.0
-0.080312915,0,-0.5130645,0.0
-0.06965558,0,-0.5414723,0.0
-0.05068268,0,-0.6212641,0.0
-0.023619436,0,-0.6666645,0.0
-0.0105605405,0,-0.6385702,0.0
-0.016973456,0,-0.65888137,0.0
-0.03527462,0,-0.6798771,0.0
-0.06106051,0,-0.59534,0.0
-0.032168973,0,-0.5441698,0.0
-0.008251505,0,-0.5048386,0.0
-0.009963971,0,-0.5326484,0.0
-0.05087241,0,-0.5469659,0.0
-0.08426497,0,-0.5530291,0.0
-0.06215941,0,-0.60141087,0.0
-0.03812139,0,-0.3532982,0.0
0.0062638693,0,-0.30775774,0.0
0.013847748,0,-0.3044061,0.0
0.0076507716,0,-0.3573631,0.0
-0.016806247,0,-0.38260514,0.0
-0.03311903,0,-0.36456814,0.0
-0.00650066,0,-0.36605877,0.0
0.0014428617,0,-0.40232104,0.0
-0.012631487,0,-0.43719035,0.0
-0.06418361,0,-0.46077946,0.0
-0.0950499,-1,-0.4993341,0.01551893680185027
-0.0890497,0,-0.4716769,0.0
-0.07537929,0,-0.41921934,0.0
