date,open,high,low,close,volume,dividends,stock_splits,daily_return_pct,high_low_pct,open_close_pct,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,atr_14,volume_sma_20,volume_ratio,week_52_high,week_52_low,distance_52w_high_pct,distance_52w_low_pct,symbol,exchange,company_name,sector,industry,pe_ratio,pb_ratio,market_cap,enterprise_value,roe,profit_margin,operating_margin,revenue_growth,earnings_growth,dividend_yield,eps,debt_to_equity,current_ratio,free_cashflow,nifty_50,nifty_next_50,nifty_100,nifty_200,nifty_500,nifty_total_market,nifty_500_multicap_50_25_25,nifty_500_largemidsmall_equal_cap,nifty_midcap_150,nifty_midcap_50,nifty_midcap_select,nifty_midcap_100,nifty_smallcap_500,nifty_smallcap_250,nifty_smallcap_50,nifty_smallcap_100,nifty_microcap_250,nifty_largemidcap_250,nifty_midsmallcap_400,nifty_midsmallcap_400_50_50,nifty_india_fpi_150,india_vix,nifty_auto,nifty_bank,nifty_chemicals,nifty_financial_services,nifty_financial_services_25_50,nifty_financial_services_ex_bank,nifty_fmcg,nifty_healthcare,nifty_it,nifty_media,nifty_metal,nifty_pharma,nifty_private_bank,nifty_psu_bank,nifty_realty,nifty_consumer_durables,nifty_oil_gas,nifty_energy,nifty_500_healthcare,nifty_midsmall_financial_services,nifty_midsmall_healthcare,nifty_midsmall_it_telecom,nifty_capital_markets,nifty_commodities,nifty_conglomerate_50,nifty_core_housing,nifty_cpse,nifty_ev_new_age_auto,nifty_housing,nifty_india_consumption,nifty_india_defence,nifty_india_digital,nifty_india_infra_logistics,nifty_india_internet,nifty_india_manufacturing,nifty_india_new_age_consumption,nifty_india_railways_psu,nifty_india_tourism,nifty_infrastructure,nifty_ipo,nifty_midcap_liquid_15,nifty_midsmall_india_consumption,nifty_mnc,nifty_mobility,nifty_pse,nifty_reits_invits,nifty_rural,nifty_non_cyclical_consumer,nifty_services_sector,nifty_shariah_25,nifty100_liquid_15,nifty50_shariah,nifty500_shariah,nifty_multicap_mfg_infra,nifty_sme_emerge,nifty_transport_logistics,nifty_waves,nifty100_esg,nifty100_enhanced_esg,nifty_esg_sector_leaders
2020-01-14 18:30:00+00:00,35.24068914867344,35.24068914867344,33.99577420420175,34.52246856689453,17254,0.0,0.0,0.0,3.661969681860698,-2.0380435205136846,33.65102577209473,33.86641376693497,33.03814258575439,33.54826982954467,,33.608704087971304,,33.893906547947324,,34.063010445957815,,34.16602955572965,,,,,,,,0.0,,,35.3364540847459,30.83559852101796,-2.303529142735218,11.956537971408437,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-15 18:30:00+00:00,33.80424474317748,34.95339829442789,33.03814359336335,34.04365158081055,28097,0.0,0.0,-1.3869720386772921,5.797101449275358,0.7082153127570984,34.06280517578125,33.92549303822683,33.03814258575439,33.63833923886574,,33.6501276587179,,33.89977890217726,,34.06262710209351,,34.16481186443692,,,,,,,,0.0,,,35.3364540847459,30.83559852101796,-3.6585518762999896,10.403732094273877,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-16 18:30:00+00:00,34.713984087324675,34.713984087324675,33.32542399322016,33.5648307800293,33478,0.0,0.0,-1.4064907216097433,4.166668950369562,-3.3103469322467536,34.20644836425781,33.805272285494326,33.03814258575439,33.62497406453184,,33.642004146461844,,33.88664368170087,,34.052769749181344,,34.158841903398034,,,,,,,,0.0,,,35.3364540847459,30.83559852101796,-5.013585405224298,8.850913846057033,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-19 18:30:00+00:00,33.27754930621371,34.47458345391923,32.750855011834936,32.89449691772461,22341,0.0,0.0,-1.9971316605103429,5.263155546508337,-1.1510835277090943,33.909583282470706,33.50168049623775,33.186574935913086,33.49216003783962,,33.570812981820204,,33.847735965466505,,34.02983365350893,,34.1462613562769,42.494422798922415,,,,,,,1.7134690370959438,,,35.3364540847459,30.83559852101796,-6.910589164280186,6.6770177828825865,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-20 18:30:00+00:00,32.894494019724924,33.995766799815385,31.88898615484903,32.79873275756836,18479,0.0,0.0,-0.2911251702549911,6.606609049080728,-0.29111638591899897,33.56483612060547,33.267364583347955,33.28712539672851,33.36608235051757,,33.49728153189146,,33.80659858476462,,34.005455417945754,,34.13285311151363,41.70414662614606,,,,,,,1.7415627233724018,,,35.3364540847459,30.83559852101796,-7.181595870065046,6.366454133239217,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-21 18:30:00+00:00,33.66060343297779,33.85212598405448,31.936871248819525,32.08051681518555,34294,0.0,0.0,-2.1897673537922935,5.997001773634134,-4.694171989335777,33.076445770263675,32.871748660627155,33.3637357711792,33.13234316227538,,33.36235155887185,,33.73890910360466,,33.967337821851494,,34.11243185483375,36.258019750723236,,,,,,,1.7539692956482986,,,35.3364540847459,30.83559852101796,-9.214102982013365,4.037276245243087,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-22 18:30:00+00:00,32.41567939487187,32.750851108113785,31.98475007550893,32.27203750610352,10578,0.0,0.0,0.5970000172419887,2.3952071871634435,-0.4431247206593305,32.72212295532226,32.67184494245261,33.392464065551756,32.97592395206232,,33.25851212527486,,33.68138472723207,,33.933767518569354,,34.094119473254345,38.562062259735306,,,,,,,1.6834072768594812,,,35.3364540847459,30.83559852101796,-8.672111161162693,4.65837880236528,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-23 18:30:00+00:00,32.032633359797146,36.38983676858144,32.032633359797146,34.95339584350586,201248,0.0,0.0,8.308611865288086,13.602389038213895,9.118084207758093,32.99983596801758,33.43236190947036,33.603142166137694,33.33546429596114,,33.41992962224924,,33.73126751610556,,33.95395817846909,,34.10266948688869,60.23409497501704,,,,,,,1.8743927148541106,,,36.38983676858144,30.83559852101796,-3.9473684210526225,13.354037281556746,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-26 18:30:00+00:00,36.054665912446005,36.054665912446005,34.47457955495411,34.61822509765625,40850,0.0,0.0,-0.9589075331914665,4.583337571885862,-3.984063583553823,33.344581604003906,33.82764963886566,33.627082443237306,33.56869353263298,,33.53405300085943,,33.766050166362454,,33.96711197884903,,34.107799393463495,57.5035243531995,,,,,,,1.8533708321853808,,,36.38983676858144,30.83559852101796,-4.868424341091791,12.267076878887238,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2020-01-27 18:30:00+00:00,35.00128082753104,35.38433324971912,33.66060465599003,34.474586486816406,41787,0.0,0.0,-0.4149219390498726,5.120907991242363,-1.5047859057213446,33.679752349853516,34.04329525484924,33.62229423522949,33.733401342484505,33.31824769973755,33.623627618569614,,33.793835904419474,,33.977160979006804,,34.111449016282926,56.32509718201861,,,,33.31824769973755,35.63726409193389,30.9992313075412,1.8441106722956457,38825.55,1.076275802918439,36.38983676858144,30.83559852101796,-5.263146119464427,11.801256146586752,20MICRONS,NSE,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,9.518884,1.3511876,6155634176,7370951680,,0.07001,0.10623,0.001,0.162,0.7,18.27,35.637,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
